PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,First_name,Surname,deck,num,side,Age Interval,expenses,Transported
8276_02,Europa,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Zaurion Tractive,Zaurion,Tractive,C,273,P,18-24,0.0,True
0302_01,Earth,False,TRAPPIST-1e,23.0,False,0.0,0.0,15.0,0.0,1370.0,Lesley Shephendry,Lesley,Shephendry,F,67,P,18-24,1385.0,False
2156_01,Earth,False,TRAPPIST-1e,49.0,False,651.0,25.0,0.0,849.0,2.0,Troya Cofferson,Troya,Cofferson,F,421,S,48-54,1527.0,False
5580_01,Earth,True,PSO J318.5-22,36.0,False,0.0,0.0,0.0,0.0,0.0,Anae Vaught,Anae,Vaught,G,902,S,36-42,0.0,True
1012_01,Earth,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Valey Hubbarton,Valey,Hubbarton,G,149,P,18-24,0.0,True
1833_01,Europa,False,55 Cancri e,48.0,False,140.0,127.0,0.0,4102.0,521.0,Mirark Scoudelle,Mirark,Scoudelle,C,61,P,48-54,4890.0,False
3652_01,Earth,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Lina Frandriquez,Lina,Frandriquez,G,591,S,24-30,0.0,False
2056_02,Earth,False,TRAPPIST-1e,14.0,False,16.0,0.0,0.0,712.0,149.0,Claura Hanghanson,Claura,Hanghanson,F,407,P,12-18,877.0,False
8930_01,Earth,False,PSO J318.5-22,23.0,False,0.0,471.0,120.0,13.0,6.0,Alvira Cleachrand,Alvira,Cleachrand,F,1725,S,18-24,610.0,True
6889_01,Earth,False,TRAPPIST-1e,40.0,False,862.0,0.0,0.0,0.0,59.0,Sallie Santuez,Sallie,Santuez,F,1317,S,36-42,921.0,False
1378_02,Earth,False,TRAPPIST-1e,22.0,False,926.0,0.0,0.0,0.0,78.0,Ellena Caineson,Ellena,Caineson,F,275,P,18-24,1004.0,True
3497_01,Mars,False,TRAPPIST-1e,38.0,True,66.0,0.0,991.0,0.0,0.0,Stsan Nad,Stsan,Nad,D,113,P,36-42,1057.0,False
4090_01,Mars,False,TRAPPIST-1e,46.0,False,227.0,0.0,1546.0,3.0,2.0,Honjay Ruica,Honjay,Ruica,D,133,S,42-48,1778.0,True
6280_01,Earth,True,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,Chelly Pettyreeman,Chelly,Pettyreeman,G,1012,P,42-48,0.0,True
2648_01,Earth,False,TRAPPIST-1e,23.0,False,490.0,313.0,0.0,6.0,0.0,Allena Sullones,Allena,Sullones,G,421,S,18-24,809.0,False
8862_04,Europa,True,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,Alramix Myling,Alramix,Myling,C,329,S,24-30,0.0,True
2607_01,Europa,True,TRAPPIST-1e,63.0,False,0.0,0.0,0.0,0.0,0.0,Homamin Brakepined,Homamin,Brakepined,B,99,S,60-66,0.0,True
3113_02,Mars,True,55 Cancri e,56.0,False,0.0,0.0,0.0,0.0,0.0,Eloos Lake,Eloos,Lake,D,96,P,54-60,0.0,True
2308_02,Europa,False,55 Cancri e,49.0,False,9.0,2426.0,95.0,1249.0,168.0,Beten Pringrous,Beten,Pringrous,D,77,S,48-54,3947.0,False
8260_03,Earth,True,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,Melara Daviddley,Melara,Daviddley,G,1334,S,0-6,0.0,True
1656_01,Earth,False,TRAPPIST-1e,17.0,False,1.0,160.0,37.0,0.0,205.96218487394958,Keithy Mallerez,Keithy,Mallerez,F,311,S,12-18,403.9621848739496,False
4989_01,Earth,False,TRAPPIST-1e,38.0,False,0.0,1.0,0.0,786.0,0.0,Inette Johnshines,Inette,Johnshines,E,310,P,36-42,787.0,False
5526_02,Earth,True,TRAPPIST-1e,64.0,False,0.0,0.0,0.0,0.0,0.0,Eleah Stroyledgez,Eleah,Stroyledgez,G,891,S,60-66,0.0,True
9225_01,Earth,False,TRAPPIST-1e,45.0,False,1.0,197.0,0.0,660.0,15.0,Lynnon Meyersones,Lynnon,Meyersones,F,1787,S,42-48,873.0,False
2884_01,Mars,False,TRAPPIST-1e,37.0,False,912.0,0.0,0.0,143.7948717948718,0.0,Coats Erle,Coats,Erle,D,90,P,36-42,1055.7948717948718,False
7847_01,Earth,False,TRAPPIST-1e,34.0,False,0.0,9.0,617.0,0.0,281.0,Ireene Boyersons,Ireene,Boyersons,G,1261,P,30-36,907.0,False
2336_02,Europa,False,TRAPPIST-1e,44.0,True,1409.0,910.0,17.0,1452.0,3782.0,Wezna Fulatorly,Wezna,Fulatorly,A,30,S,42-48,7570.0,False
9131_02,Europa,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Grafirk Wirybody,Grafirk,Wirybody,C,303,P,18-24,0.0,True
1709_03,Mars,False,TRAPPIST-1e,35.0,False,1313.0,0.0,24.0,0.0,1.0,Bleark Minen,Bleark,Minen,,,,30-36,1338.0,False
9118_01,Earth,False,55 Cancri e,13.0,False,0.0,1501.0,23.0,5.0,163.0,Glenry Malliamsey,Glenry,Malliamsey,E,585,P,12-18,1692.0,True
5202_01,Earth,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Jeret Berges,Jeret,Berges,G,840,P,12-18,0.0,True
5477_01,Earth,False,TRAPPIST-1e,17.0,False,0.0,150.0,166.0,570.0,0.0,Gerte Baxterson,Gerte,Baxterson,G,880,S,12-18,886.0,True
5488_03,Europa,False,TRAPPIST-1e,53.0,False,0.0,6634.0,0.0,5047.0,108.0,Krabius Hoorherve,Krabius,Hoorherve,B,186,P,48-54,11789.0,False
4542_01,Europa,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Coxak Sterve,Coxak,Sterve,B,150,P,18-24,0.0,True
6787_03,Earth,False,TRAPPIST-1e,17.0,False,108.0,4.0,1898.0,13.0,0.0,Therta Hurchanney,Therta,Hurchanney,F,1411,P,12-18,2023.0,False
1923_02,Europa,True,55 Cancri e,24.0,False,0.0,0.0,0.0,0.0,0.0,Ranan Dister,Ranan,Dister,C,65,P,24-30,0.0,True
5671_01,Earth,False,TRAPPIST-1e,13.0,False,56.0,1706.0,15.0,0.0,23.0,Berly Acobsond,Berly,Acobsond,G,907,P,12-18,1800.0,False
5556_01,Earth,False,TRAPPIST-1e,27.0,False,0.0,1.0,667.0,897.0,43.0,Jona Hanner,Jona,Hanner,E,361,S,24-30,1608.0,False
0581_01,Earth,False,TRAPPIST-1e,22.0,False,0.0,0.0,601.0,183.0,4.0,Chael Woodgezalez,Chael,Woodgezalez,E,38,S,18-24,788.0,False
8468_01,Mars,False,55 Cancri e,38.0,False,1161.0,0.0,19.0,0.0,0.0,Park Birt,Park,Birt,D,263,P,36-42,1180.0,False
3917_01,Europa,False,TRAPPIST-1e,30.0,False,0.0,690.0,0.0,49.0,2264.0,Shabih Esseal,Shabih,Esseal,B,124,P,30-36,3003.0,False
3020_01,Europa,False,TRAPPIST-1e,37.0,False,0.0,216.0,0.0,5391.0,3372.0,Tard Monfulewss,Tard,Monfulewss,B,112,S,36-42,8979.0,False
3216_03,Earth,False,TRAPPIST-1e,23.0,False,0.0,1573.0,0.0,36.0,0.0,Inerry Haydenzier,Inerry,Haydenzier,E,213,S,18-24,1609.0,True
4260_01,Earth,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Chelly Kaney,Chelly,Kaney,G,696,S,24-30,0.0,True
4693_02,Europa,True,55 Cancri e,65.0,False,0.0,0.0,0.0,0.0,0.0,Schird Rewmid,Schird,Rewmid,B,186,S,60-66,0.0,True
2255_02,Europa,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,Polah Spadicage,Polah,Spadicage,C,75,P,30-36,0.0,True
7499_01,Earth,False,55 Cancri e,20.0,False,30.0,132.0,1121.0,0.0,0.0,Enrie Hayder,Enrie,Hayder,F,1551,P,18-24,1283.0,True
6224_02,Earth,False,55 Cancri e,8.0,False,0.0,0.0,0.0,0.0,0.0,Shaele Rodger,Shaele,Rodger,G,1006,S,6-12,0.0,True
1710_01,Earth,True,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,Andrey Mcgowaymond,Andrey,Mcgowaymond,G,276,P,18-24,0.0,True
6421_01,Europa,True,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,Azhab Redand,Azhab,Redand,C,197,P,24-30,0.0,True
8168_03,Earth,False,TRAPPIST-1e,21.0,False,644.0,0.0,0.0,0.0,2.0,Briane Carpentley,Briane,Carpentley,F,1561,S,18-24,646.0,False
2941_01,Earth,False,TRAPPIST-1e,16.0,False,24.0,0.0,13.0,717.0,0.0,Coreee Beasleyes,Coreee,Beasleyes,G,477,P,12-18,754.0,False
0806_01,Earth,False,TRAPPIST-1e,31.0,False,183.0,0.0,32.0,0.0,1171.0,Deaney Nieldson,Deaney,Nieldson,F,149,S,30-36,1386.0,False
0221_04,Mars,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Eerch Reke,Eerch,Reke,E,13,S,18-24,0.0,True
5768_01,Europa,True,TRAPPIST-1e,54.0,False,0.0,0.0,0.0,0.0,0.0,Gatrino Cattle,Gatrino,Cattle,B,193,P,54-60,0.0,True
8089_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,1761.0,0.0,36.0,Erie Peter,Erie,Peter,F,1671,P,18-24,1797.0,True
7768_01,Earth,False,TRAPPIST-1e,14.0,False,0.0,268.0,239.0,127.0,0.0,Vivia Ocherman,Vivia,Ocherman,F,1484,S,12-18,634.0,True
7955_01,Earth,False,TRAPPIST-1e,21.0,False,640.0,0.0,144.0,104.0,0.0,Aude Jorden,Aude,Jorden,G,1288,P,18-24,888.0,False
4075_01,Europa,False,TRAPPIST-1e,38.0,False,1901.0,1276.0,0.0,7561.0,12.0,Anchira Nateansive,Anchira,Nateansive,C,145,S,36-42,10750.0,False
9247_01,Earth,True,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,Phia Cleang,Phia,Cleang,G,1491,S,30-36,0.0,False
2560_01,Earth,True,PSO J318.5-22,0.0,False,0.0,0.0,0.0,0.0,0.0,Pennie Loway,Pennie,Loway,G,412,P,0-6,0.0,True
1192_01,Earth,False,TRAPPIST-1e,32.0,False,600.0,670.0,0.0,187.0,0.0,Ivaney Moodman,Ivaney,Moodman,F,238,P,30-36,1457.0,False
5416_01,Mars,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Wees Saf,Wees,Saf,F,1114,P,0-6,0.0,True
3322_01,Earth,True,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,Man Philliames,Man,Philliames,G,542,P,42-48,0.0,True
6455_01,Europa,False,TRAPPIST-1e,26.0,False,0.0,3818.0,0.0,1877.0,136.0,Alrak Unative,Alrak,Unative,D,203,P,24-30,5831.0,False
4216_02,Europa,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,Sabiark Dratembid,Sabiark,Dratembid,B,134,P,18-24,0.0,True
7350_01,Earth,True,TRAPPIST-1e,48.0,False,0.0,0.0,0.0,0.0,0.0,Stene Strongers,Stene,Strongers,G,1192,S,48-54,0.0,True
8020_01,Earth,False,TRAPPIST-1e,22.0,False,668.0,79.0,0.0,0.0,1.0,Ianya Callowery,Ianya,Callowery,F,1661,P,18-24,748.0,False
2966_01,Earth,False,TRAPPIST-1e,21.0,False,2.0,417.0,323.0,0.0,84.0,Deaney Avisley,Deaney,Avisley,E,181,P,18-24,826.0,True
0485_01,Europa,False,55 Cancri e,21.0,False,0.0,33.0,0.0,3348.0,55.0,Furudah Unloweedic,Furudah,Unloweedic,B,17,S,18-24,3436.0,False
5413_01,Earth,False,TRAPPIST-1e,16.0,False,3.0,595.0,0.0,9.0,321.0,Lorey Boyerson,Lorey,Boyerson,G,871,P,12-18,928.0,True
0970_01,Earth,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Tamie Blace,Tamie,Blace,G,142,P,18-24,0.0,True
1617_01,Mars,False,PSO J318.5-22,37.0,False,295.0,1575.0,19.0,515.0,0.0,Ots Blan,Ots,Blan,D,53,P,36-42,2404.0,False
5124_01,Earth,False,TRAPPIST-1e,41.0,False,256.0,109.0,0.0,340.0,0.0,Kimmie Greeves,Kimmie,Greeves,F,1044,P,36-42,705.0,False
3040_01,Mars,False,TRAPPIST-1e,32.0,False,2616.0,0.0,2.0,5.0,0.0,Nilly Purle,Nilly,Purle,F,577,S,30-36,2623.0,False
6921_04,Europa,False,TRAPPIST-1e,28.0,True,0.0,14076.0,0.0,928.0,372.0,Dsch Stersetery,Dsch,Stersetery,C,255,S,24-30,15376.0,True
5252_01,Earth,False,TRAPPIST-1e,35.0,False,202.0,1309.0,60.0,0.0,0.0,Elanie Langatein,Elanie,Langatein,F,1008,S,30-36,1571.0,True
4709_01,Earth,False,55 Cancri e,38.0,False,2614.0,0.0,103.0,0.0,0.0,Terrie Morelly,Terrie,Morelly,F,957,P,36-42,2717.0,False
4188_01,Earth,False,TRAPPIST-1e,23.0,False,1277.0,84.0,0.0,240.0,598.0,Lis Fowlesterez,Lis,Fowlesterez,F,861,P,18-24,2199.0,True
9140_01,Earth,True,PSO J318.5-22,19.0,False,0.0,0.0,0.0,0.0,0.0,Eleaha Klindsayer,Eleaha,Klindsayer,G,1488,P,18-24,0.0,True
7001_01,Europa,True,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Majora Guieroolow,Majora,Guieroolow,D,213,S,30-36,0.0,True
2722_01,Mars,True,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,Frunch Sutte,Frunch,Sutte,D,93,S,24-30,0.0,True
1148_01,Europa,True,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,Bosonon Clugete,Bosonon,Clugete,C,42,P,18-24,0.0,True
6488_01,Europa,False,TRAPPIST-1e,50.0,False,0.0,1663.0,336.0,1855.0,4.0,Propsh Ingwhed,Propsh,Ingwhed,A,79,S,48-54,3858.0,False
0994_01,Earth,True,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,Ellene Wartyson,Ellene,Wartyson,G,153,S,42-48,0.0,False
2171_02,Earth,False,TRAPPIST-1e,41.0,False,2.0,0.0,551.0,5577.0,68.0,Karene Camerrison,Karene,Camerrison,G,351,P,36-42,6198.0,False
9129_01,Earth,False,TRAPPIST-1e,21.0,False,0.0,1.0,0.0,808.0,0.0,Hardy Graneyes,Hardy,Graneyes,G,1485,P,18-24,809.0,False
0454_03,Europa,True,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,Hallux Geoconne,Hallux,Geoconne,B,15,S,42-48,0.0,True
7234_01,Earth,False,TRAPPIST-1e,22.0,False,593.0,34.0,0.0,0.0,0.0,Annard Merce,Annard,Merce,G,1163,P,18-24,627.0,False
5972_01,Earth,False,TRAPPIST-1e,34.0,False,0.0,11.0,610.0,591.0,769.0,Elody Kiddley,Elody,Kiddley,F,1138,S,30-36,1981.0,True
2164_01,Europa,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Coxaton Queldry,Coxaton,Queldry,B,63,P,18-24,0.0,True
2520_01,Europa,False,TRAPPIST-1e,59.0,False,0.0,5407.0,0.0,285.0,1135.0,Arrai Crantiale,Arrai,Crantiale,C,88,P,54-60,6827.0,False
0289_01,Europa,True,55 Cancri e,19.0,False,0.0,0.0,0.0,0.0,0.0,Furuson Objeciane,Furuson,Objeciane,C,12,S,18-24,0.0,True
0401_01,Mars,False,TRAPPIST-1e,30.0,True,1056.0,0.0,0.0,0.0,0.0,Luse Pimne,Luse,Pimne,D,14,S,30-36,1056.0,False
1979_01,Earth,False,TRAPPIST-1e,26.0,False,401.0,0.0,693.0,62.0,0.0,Delley Moodson,Delley,Moodson,F,376,S,24-30,1156.0,False
7152_01,Earth,False,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,Diandi Domington,Diandi,Domington,G,1167,S,6-12,0.0,True
0267_01,Earth,False,TRAPPIST-1e,13.0,False,118.0,0.0,0.0,754.0,1.0,Lilace Sancockett,Lilace,Sancockett,F,51,S,12-18,873.0,False
8504_01,Earth,False,TRAPPIST-1e,44.0,False,0.0,0.0,2036.0,2.0,1.0,Catha Moranthons,Catha,Moranthons,F,1744,P,42-48,2039.0,True
4661_04,Earth,True,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,Denne Moodman,Denne,Moodman,G,757,P,6-12,0.0,False
5334_01,Earth,True,55 Cancri e,15.0,False,0.0,0.0,0.0,0.0,0.0,Besse Connon,Besse,Connon,G,867,S,12-18,0.0,True
5522_02,Earth,False,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,703.0,0.0,Ollip Hinglendez,Ollip,Hinglendez,F,1059,S,18-24,703.0,True
1187_01,Earth,False,TRAPPIST-1e,30.0,False,0.0,575.0,180.0,4.0,44.0,Erick Matts,Erick,Matts,F,228,S,30-36,803.0,False
5272_01,Mars,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,Push Winie,Push,Winie,F,1076,P,18-24,0.0,True
3126_01,Europa,False,55 Cancri e,31.0,False,139.0,4018.0,13.0,232.0,1140.0,Zedares Foraud,Zedares,Foraud,B,116,S,30-36,5542.0,True
9224_01,Mars,False,TRAPPIST-1e,24.0,False,745.0,639.0,977.0,4.0,0.0,Bants Reke,Bants,Reke,F,1786,S,24-30,2365.0,False
5108_01,Earth,True,PSO J318.5-22,17.0,False,0.0,0.0,0.0,0.0,0.0,Louisy Hughriend,Louisy,Hughriend,G,825,P,12-18,0.0,True
0067_01,Earth,True,PSO J318.5-22,0.0,False,0.0,0.0,0.0,0.0,0.0,Ninaha Leeves,Ninaha,Leeves,G,10,S,0-6,0.0,True
1076_01,Earth,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Raque Scheron,Raque,Scheron,G,161,P,24-30,0.0,False
2780_01,Earth,False,TRAPPIST-1e,24.0,False,14.0,702.0,0.0,0.0,0.0,Eilace Chanan,Eilace,Chanan,F,578,P,24-30,716.0,False
4037_01,Earth,True,PSO J318.5-22,14.0,False,0.0,0.0,0.0,0.0,0.0,Luisy Gardsondez,Luisy,Gardsondez,G,663,S,12-18,0.0,True
9034_05,Europa,False,TRAPPIST-1e,33.0,False,0.0,1876.0,0.0,1432.0,14.0,Mothab Crakete,Mothab,Crakete,D,288,P,30-36,3322.0,False
2417_01,Earth,False,TRAPPIST-1e,32.0,False,11.0,31.0,0.0,836.0,9.0,Shanya Mcgowaymond,Shanya,Mcgowaymond,G,393,P,30-36,887.0,False
4564_01,Earth,False,TRAPPIST-1e,30.0,False,271.688,43.0,0.0,0.0,6.0,Tera Merkins,Tera,Merkins,G,745,P,30-36,320.688,False
3704_01,Earth,False,TRAPPIST-1e,21.0,False,120.0,235.0,0.0,234.78242677824267,0.0,Dia Loway,Dia,Loway,F,699,S,18-24,589.7824267782427,False
4770_01,Earth,False,55 Cancri e,22.0,False,0.0,509.0,2.0,8.0,74.0,Elany Stantiagord,Elany,Stantiagord,F,900,S,18-24,593.0,True
8494_01,Mars,False,TRAPPIST-1e,42.0,False,770.0,0.0,1301.0,98.20833333333333,0.0,Cines Bota,Cines,Bota,E,543,P,42-48,2169.2083333333335,True
8328_01,Earth,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Melica Huffy,Melica,Huffy,G,1356,P,18-24,0.0,False
6472_02,Europa,True,55 Cancri e,13.0,False,0.0,0.0,0.0,0.0,0.0,Cellah Steary,Cellah,Steary,B,250,S,12-18,0.0,True
2730_03,Earth,True,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,Elancy Douglasen,Elancy,Douglasen,G,433,S,12-18,0.0,True
5761_01,Europa,True,TRAPPIST-1e,55.0,False,0.0,0.0,0.0,0.0,0.0,Weino Icablebat,Weino,Icablebat,B,220,S,54-60,0.0,True
1210_02,Earth,False,TRAPPIST-1e,23.0,False,393.0,510.0,0.0,0.0,5.0,Done Brooker,Done,Brooker,G,179,P,18-24,908.0,False
2055_04,Earth,False,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,Lesley Woodwinez,Lesley,Woodwinez,G,330,P,6-12,0.0,True
9042_01,Europa,False,55 Cancri e,42.0,False,0.0,5436.0,0.0,471.0,109.0,Askeid Clunic,Askeid,Clunic,B,294,P,42-48,6016.0,True
5057_01,Earth,True,55 Cancri e,15.0,False,0.0,0.0,0.0,0.0,0.0,Idave Simmonders,Idave,Simmonders,G,816,P,12-18,0.0,True
3848_01,Earth,False,TRAPPIST-1e,24.0,False,4.0,314.0,0.0,0.0,428.0,Warry Jacostaney,Warry,Jacostaney,F,795,P,24-30,746.0,False
1976_03,Europa,True,55 Cancri e,26.0,True,0.0,0.0,0.0,0.0,0.0,Cellah Lansuffle,Cellah,Lansuffle,B,82,S,24-30,0.0,True
5354_01,Mars,False,PSO J318.5-22,49.0,False,1690.0,0.0,85.0,0.0,0.0,Panch Letty,Panch,Letty,D,161,S,48-54,1775.0,False
2449_01,Mars,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Hon Nacke,Hon,Nacke,F,508,P,24-30,0.0,True
7475_01,Mars,True,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,Pros Leste,Pros,Leste,F,1545,P,42-48,0.0,True
5730_01,Earth,False,TRAPPIST-1e,25.0,False,2029.0,1.0,0.0,0.0,121.0,Karlen Moodman,Karlen,Moodman,F,1187,P,24-30,2151.0,False
3787_03,Mars,False,TRAPPIST-1e,29.0,False,132.0,75.0,849.0,0.0,0.0,Guls Prie,Guls,Prie,D,122,S,24-30,1056.0,True
2026_02,Earth,True,PSO J318.5-22,15.0,False,0.0,0.0,0.0,0.0,0.0,Franda Warrishales,Franda,Warrishales,G,323,S,12-18,0.0,True
1976_04,Europa,False,TRAPPIST-1e,39.0,False,1.0,2972.0,0.0,3175.0,1.0,Zinoth Lansuffle,Zinoth,Lansuffle,B,82,S,36-42,6149.0,False
1191_01,Earth,False,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,1583.0,Annah Santry,Annah,Santry,F,229,S,36-42,1583.0,False
9220_01,Earth,False,TRAPPIST-1e,25.0,False,2.0,45.0,45.0,0.0,815.0,Branca Meyerthy,Branca,Meyerthy,G,1496,P,24-30,907.0,False
8098_02,Europa,False,55 Cancri e,44.0,False,9.0,2311.0,0.0,633.0,1.0,Quarkib Mosteraked,Quarkib,Mosteraked,B,269,P,42-48,2954.0,True
0160_01,Earth,False,TRAPPIST-1e,22.0,False,4119.0,0.0,0.0,0.0,61.0,Gory Atkinney,Gory,Atkinney,G,22,P,18-24,4180.0,False
2257_01,Europa,False,TRAPPIST-1e,27.0,True,0.0,3341.0,290.6666666666667,80.0,654.0,Atonea Diateous,Atonea,Diateous,C,76,P,24-30,4365.666666666666,True
6400_01,Europa,False,55 Cancri e,40.0,False,0.0,1677.0,0.0,109.0,320.0,Eltard Slable,Eltard,Slable,A,76,S,36-42,2106.0,True
4324_01,Mars,False,55 Cancri e,3.0,False,0.0,0.0,0.0,0.0,0.0,Gran Krake,Gran,Krake,F,810,S,0-6,0.0,True
1983_01,Earth,False,PSO J318.5-22,17.0,False,414.0,0.0,139.0,28.0,173.0,Felia Cooperkins,Felia,Cooperkins,G,320,P,12-18,754.0,False
8280_01,Earth,False,TRAPPIST-1e,34.0,False,0.0,0.0,880.0,22.0,0.0,Carma Rocholton,Carma,Rocholton,F,1703,P,30-36,902.0,True
7176_03,Europa,False,TRAPPIST-1e,25.0,False,0.0,3590.0,0.0,27.0,0.0,Sadlami Chhaft,Sadlami,Chhaft,C,232,P,24-30,3617.0,True
7777_01,Earth,True,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,Camie Meleon,Camie,Meleon,G,1249,P,18-24,0.0,True
5465_01,Mars,False,TRAPPIST-1e,27.0,False,1.0,1.0,2196.0,372.0,0.0,Sugaly Chité,Sugaly,Chité,F,1132,P,24-30,2570.0,False
5414_05,Earth,True,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,Becca Buckentry,Becca,Buckentry,G,872,P,18-24,0.0,True
4256_02,Earth,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Crisey Garnes,Crisey,Garnes,G,698,P,18-24,0.0,False
3259_01,Earth,False,TRAPPIST-1e,20.0,False,508.0,0.0,1.0,1372.0,0.0,Des Tranciams,Des,Tranciams,G,530,P,18-24,1881.0,False
8345_01,Earth,False,PSO J318.5-22,18.0,False,0.0,0.0,1792.0,16.0,248.0,Glena Franton,Glena,Franton,F,1602,S,18-24,2056.0,False
2429_01,Earth,False,TRAPPIST-1e,17.0,False,112.0,56.0,332.0,0.0,606.0,Idace Vinozarks,Idace,Vinozarks,F,497,P,12-18,1106.0,False
6448_01,Earth,False,TRAPPIST-1e,40.0,False,0.0,0.0,433.0,343.0,0.0,Terek Villenson,Terek,Villenson,F,1230,S,36-42,776.0,False
9052_02,Earth,False,55 Cancri e,33.0,False,1006.0,0.0,1357.0,45.0,6.0,Stendy Hestes,Stendy,Hestes,F,1752,S,30-36,2414.0,False
4429_01,Mars,False,TRAPPIST-1e,16.0,False,546.0,90.0,23.0,513.0,0.0,Dynx Boyst,Dynx,Boyst,E,288,S,12-18,1172.0,False
4915_01,Earth,True,PSO J318.5-22,49.0,False,0.0,0.0,0.0,0.0,0.0,Mon Lamberguson,Mon,Lamberguson,G,793,P,48-54,0.0,False
8202_05,Europa,False,55 Cancri e,36.0,False,0.0,8151.0,5.0,0.0,8182.0,Bottom Unkcatted,Bottom,Unkcatted,C,306,S,36-42,16338.0,False
1527_01,Europa,True,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,Dirius Boderbint,Dirius,Boderbint,D,49,P,18-24,0.0,True
4642_01,Europa,False,TRAPPIST-1e,41.0,False,0.0,412.0,0.0,4030.0,0.0,Sadach Cluted,Sadach,Cluted,C,178,S,36-42,4442.0,False
0453_01,Europa,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Aldun Taptiritty,Aldun,Taptiritty,B,14,S,18-24,0.0,True
7872_06,Earth,False,PSO J318.5-22,7.0,False,0.0,0.0,0.0,0.0,0.0,Herita Wardendez,Herita,Wardendez,G,1267,P,6-12,0.0,True
1651_03,Earth,True,PSO J318.5-22,0.0,False,0.0,0.0,0.0,0.0,0.0,Deanny Wonglasquez,Deanny,Wonglasquez,G,266,P,0-6,0.0,True
5930_02,Europa,False,TRAPPIST-1e,28.0,False,0.0,1014.0,0.0,2463.0,517.0,Yildus Geakerat,Yildus,Geakerat,B,227,S,24-30,3994.0,False
0817_01,Earth,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,Carona Baxters,Carona,Baxters,G,119,P,18-24,0.0,False
0680_02,Earth,True,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,Annard Garnes,Annard,Garnes,G,105,P,6-12,0.0,False
2321_01,Earth,True,PSO J318.5-22,25.0,False,0.0,0.0,0.0,0.0,0.0,Claura Petermandez,Claura,Petermandez,G,373,S,24-30,0.0,True
1956_02,Mars,False,PSO J318.5-22,44.0,False,708.0,0.0,5.0,0.0,74.0,Mesh Pread,Mesh,Pread,D,68,S,42-48,787.0,True
