PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Surname,Group,pp,deck,num,side,Transported,expenses,expenses_w_o_na
2581_02,Earth,False,TRAPPIST-1e,22.0,False,26.0,0.0,0.0,0.0,733.0,Conney,2581,2,F,531,P,False,759.0,759.0
2582_01,Earth,False,TRAPPIST-1e,22.0,False,98.0,0.0,46.0,641.0,0.0,Chardsons,2582,1,G,415,P,False,785.0,785.0
2584_01,Earth,True,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,Woodwardy,2584,1,G,417,P,False,0.0,0.0
2588_01,Earth,False,TRAPPIST-1e,28.0,False,4.0,166.0,743.0,0.0,0.0,Cardner,2588,1,G,419,P,True,913.0,913.0
2589_01,Europa,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Meteet,2589,1,C,91,P,True,0.0,0.0
2589_02,Europa,True,55 Cancri e,50.0,False,0.0,0.0,0.0,0.0,0.0,Meteet,2589,2,C,91,P,True,0.0,0.0
2589_03,Europa,False,TRAPPIST-1e,26.0,False,0.0,8150.0,0.0,3508.0,99.0,,2589,3,C,91,P,False,11757.0,11757.0
2589_04,Europa,False,TRAPPIST-1e,30.0,True,0.0,632.0,0.0,673.0,2272.0,Meteet,2589,4,C,91,P,False,3577.0,3577.0
2589_05,Europa,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Meteet,2589,5,C,91,P,True,0.0,0.0
2590_01,Earth,False,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,River,2590,1,G,420,P,False,0.0,0.0
2590_02,Earth,False,TRAPPIST-1e,45.0,False,406.0,148.0,285.0,0.0,0.0,River,2590,2,G,420,P,False,839.0,839.0
2590_03,Earth,True,PSO J318.5-22,35.0,False,0.0,0.0,0.0,0.0,0.0,River,2590,3,G,420,P,True,0.0,0.0
2591_01,Earth,False,PSO J318.5-22,18.0,False,9.0,419.0,0.0,201.0,7.0,Coolerson,2591,1,F,499,S,False,636.0,636.0
2591_02,Earth,False,TRAPPIST-1e,23.0,False,0.0,121.0,0.0,568.0,128.0,Coolerson,2591,2,G,413,S,False,817.0,817.0
2592_01,Mars,False,TRAPPIST-1e,29.0,True,803.0,0.0,0.0,58.0,0.0,Flé,2592,1,D,75,P,False,861.0,861.0
2592_02,Mars,False,TRAPPIST-1e,18.0,False,1102.0,9.0,2628.0,0.0,0.0,Flé,2592,2,D,75,P,False,3739.0,3739.0
2593_01,Earth,False,TRAPPIST-1e,28.0,False,804.0,2.0,13.0,0.0,62.0,Villenson,2593,1,G,421,P,False,881.0,881.0
2594_01,Europa,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,Cisorter,2594,1,B,98,S,True,0.0,0.0
2595_01,Mars,False,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,Cakie,2595,1,F,533,P,True,0.0,0.0
2595_02,Mars,True,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Cakie,2595,2,F,533,P,True,0.0,0.0
2595_03,Mars,False,TRAPPIST-1e,28.0,False,938.0,61.0,0.0,53.0,4.0,Fle,2595,3,D,76,P,False,1056.0,1056.0
2595_04,Mars,False,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,Fle,2595,4,F,533,P,True,0.0,0.0
2596_01,Mars,False,TRAPPIST-1e,20.0,False,59.0,0.0,1646.0,1657.0,0.0,Stpie,2596,1,D,77,P,False,3362.0,3362.0
2596_02,Mars,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,Kniva,2596,2,F,534,P,True,0.0,0.0
2597_01,Mars,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Jamai,2597,1,F,500,S,True,0.0,0.0
2597_02,Mars,False,55 Cancri e,31.0,False,995.0,7.0,1213.0,0.0,687.0,Jamai,2597,2,F,500,S,False,2902.0,2902.0
2598_01,Mars,False,TRAPPIST-1e,37.0,False,27.0,0.0,1131.0,0.0,1318.0,Scake,2598,1,F,535,P,False,2476.0,2476.0
2599_01,Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Bardinard,2599,1,,,,False,0.0,0.0
2601_01,Mars,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Jamai,2601,1,F,536,P,True,0.0,0.0
2602_01,Mars,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,Seche,2602,1,E,158,P,False,0.0,0.0
2602_02,Mars,False,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,Chnik,2602,2,E,158,P,True,0.0,0.0
2602_03,Mars,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Seche,2602,3,E,158,P,False,0.0,0.0
2605_01,Mars,True,55 Cancri e,43.0,False,0.0,0.0,0.0,0.0,0.0,Cone,2605,1,D,88,S,True,0.0,0.0
2606_01,Earth,False,TRAPPIST-1e,,False,900.0,0.0,0.0,0.0,1.0,Dawsoncis,2606,1,F,537,P,False,901.0,901.0
2606_02,Earth,False,TRAPPIST-1e,45.0,False,10.0,16.0,801.0,73.0,,Dawsoncis,2606,2,F,537,P,False,,900.0
2607_01,Europa,True,TRAPPIST-1e,63.0,False,0.0,0.0,0.0,0.0,0.0,Brakepined,2607,1,B,99,S,True,0.0,0.0
2607_02,Europa,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Brakepined,2607,2,B,99,S,True,0.0,0.0
2607_03,Europa,False,55 Cancri e,35.0,False,0.0,1471.0,2.0,445.0,533.0,Brakepined,2607,3,B,99,S,True,2451.0,2451.0
2607_04,Europa,False,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,Plattering,2607,4,B,99,S,True,0.0,0.0
2609_01,Earth,True,PSO J318.5-22,,False,0.0,0.0,0.0,0.0,0.0,Hopez,2609,1,G,416,S,True,0.0,0.0
2616_01,Earth,False,TRAPPIST-1e,17.0,False,0.0,604.0,0.0,0.0,218.0,Gallard,2616,1,F,541,P,False,822.0,822.0
2617_01,Earth,False,PSO J318.5-22,32.0,False,59.0,0.0,469.0,0.0,0.0,Peckerson,2617,1,G,424,P,False,528.0,528.0
2618_01,Europa,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Freednal,2618,1,E,159,P,True,0.0,0.0
2619_01,Earth,False,55 Cancri e,17.0,False,2000.0,0.0,0.0,0.0,0.0,Chanan,2619,1,F,504,S,False,2000.0,2000.0
2622_01,Earth,False,55 Cancri e,34.0,False,492.0,0.0,13.0,55.0,0.0,Coley,2622,1,F,505,S,False,560.0,560.0
2624_01,Earth,False,TRAPPIST-1e,15.0,False,0.0,0.0,875.0,3.0,,Armstromez,2624,1,F,542,P,False,,878.0
2625_01,Earth,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Stanleyd,2625,1,G,426,P,True,0.0,0.0
2625_02,Earth,False,TRAPPIST-1e,22.0,False,0.0,1.0,271.0,0.0,1348.0,Stanleyd,2625,2,E,160,P,False,1620.0,1620.0
2626_01,Earth,False,TRAPPIST-1e,19.0,False,232.0,0.0,479.0,0.0,5.0,Barks,2626,1,F,543,P,False,716.0,716.0
2627_01,Earth,False,PSO J318.5-22,40.0,False,0.0,228.0,5.0,454.0,1.0,Kerristicey,2627,1,F,544,P,False,688.0,688.0
2628_01,Europa,True,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,Amoutake,2628,1,A,21,P,True,0.0,0.0
2628_02,Europa,False,55 Cancri e,51.0,False,0.0,6.0,0.0,2085.0,67.0,Amoutake,2628,2,A,21,P,False,2158.0,2158.0
2629_01,Earth,False,TRAPPIST-1e,22.0,False,91.0,6.0,0.0,17.0,693.0,Lardsonald,2629,1,G,427,P,False,807.0,807.0
2631_01,Mars,True,55 Cancri e,50.0,False,0.0,0.0,0.0,0.0,0.0,Queke,2631,1,F,545,P,True,0.0,0.0
2633_01,Earth,False,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,,Popez,2633,1,G,428,P,False,,0.0
2634_01,Mars,True,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,0.0,Pine,2634,1,F,508,S,True,0.0,0.0
2635_01,Mars,False,TRAPPIST-1e,18.0,False,1867.0,0.0,29.0,72.0,,Babre,2635,1,D,78,P,True,,1968.0
2636_01,Earth,False,TRAPPIST-1e,22.0,False,,0.0,137.0,671.0,,Owerson,2636,1,G,419,S,False,,808.0
2638_01,Earth,False,TRAPPIST-1e,26.0,False,0.0,29.0,0.0,759.0,0.0,Mondsey,2638,1,E,181,S,False,788.0,788.0
2640_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,1051.0,Wagnerray,2640,1,F,510,S,False,1051.0,1051.0
2641_01,Earth,True,PSO J318.5-22,16.0,False,0.0,0.0,0.0,0.0,0.0,Merkins,2641,1,G,420,S,False,0.0,0.0
2642_01,Earth,False,TRAPPIST-1e,24.0,False,0.0,0.0,17.0,0.0,793.0,Popez,2642,1,G,430,P,False,810.0,810.0
2643_01,Earth,False,PSO J318.5-22,34.0,False,122.0,0.0,6.0,739.0,0.0,Chasey,2643,1,F,511,S,False,867.0,867.0
2645_01,Europa,False,TRAPPIST-1e,55.0,False,0.0,815.0,1558.0,3.0,1334.0,Fordulgaug,2645,1,C,95,S,True,3710.0,3710.0
2645_02,Europa,False,TRAPPIST-1e,42.0,False,3.0,2174.0,0.0,10860.0,2564.0,Improus,2645,2,C,95,S,False,15601.0,15601.0
2645_03,Europa,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Improus,2645,3,C,95,S,True,0.0,0.0
2645_04,Europa,False,55 Cancri e,28.0,False,0.0,3053.0,0.0,839.0,2153.0,Improus,2645,4,C,95,S,True,6045.0,6045.0
2645_05,Europa,True,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,Improus,2645,5,C,95,S,True,0.0,0.0
2646_01,Europa,False,55 Cancri e,33.0,False,0.0,286.0,1795.0,712.0,7041.0,Roureed,2646,1,B,80,P,False,9834.0,9834.0
2647_01,Earth,False,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,636.0,68.0,Johnsby,2647,1,F,547,P,False,704.0,704.0
2648_01,Earth,False,TRAPPIST-1e,23.0,False,490.0,313.0,0.0,6.0,0.0,Sullones,2648,1,G,421,S,False,809.0,809.0
2649_01,Mars,False,TRAPPIST-1e,16.0,False,46.0,0.0,1994.0,0.0,677.0,Giba,2649,1,D,79,P,False,2717.0,2717.0
2650_01,Earth,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,Casonston,2650,1,G,431,P,False,0.0,0.0
2651_01,Europa,True,55 Cancri e,44.0,False,0.0,0.0,0.0,0.0,0.0,Geakerat,2651,1,B,100,S,True,0.0,0.0
2652_01,Earth,False,TRAPPIST-1e,22.0,False,0.0,0.0,670.0,0.0,32.0,Davispinoz,2652,1,F,513,S,True,702.0,702.0
2655_01,Earth,True,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,Ballocks,2655,1,G,422,S,False,0.0,0.0
2657_01,Earth,False,TRAPPIST-1e,20.0,False,0.0,27.0,1.0,686.0,1.0,Gainney,2657,1,F,514,S,False,715.0,715.0
2658_01,Earth,False,TRAPPIST-1e,21.0,False,366.0,1136.0,795.0,132.0,0.0,Gentledges,2658,1,F,549,P,False,2429.0,2429.0
2659_01,Mars,False,TRAPPIST-1e,14.0,False,,0.0,0.0,0.0,0.0,Gelie,2659,1,E,182,S,True,,0.0
2660_01,Earth,False,TRAPPIST-1e,27.0,False,0.0,0.0,,2.0,1215.0,Avidson,2660,1,F,550,P,False,,1217.0
2661_01,Earth,False,TRAPPIST-1e,19.0,False,1.0,4.0,0.0,750.0,3.0,Vandan,2661,1,F,515,S,False,758.0,758.0
2661_02,Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Vandan,2661,2,G,423,S,True,0.0,0.0
2662_01,Mars,False,55 Cancri e,,False,1722.0,4.0,937.0,0.0,0.0,Ban,2662,1,F,551,P,False,2663.0,2663.0
2663_01,Earth,False,55 Cancri e,13.0,False,0.0,0.0,0.0,4.0,811.0,Douglasen,2663,1,F,552,P,True,815.0,815.0
2664_01,Mars,True,PSO J318.5-22,71.0,False,0.0,0.0,0.0,0.0,0.0,Swin,2664,1,E,183,S,True,0.0,0.0
2666_01,Mars,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Curle,2666,1,E,184,S,False,0.0,0.0
2666_02,Mars,False,55 Cancri e,18.0,False,1874.0,0.0,260.0,0.0,0.0,Curle,2666,2,E,184,S,False,2134.0,2134.0
2668_01,Earth,False,55 Cancri e,23.0,False,29.0,34.0,1.0,2838.0,0.0,Ingston,2668,1,F,516,S,False,2902.0,2902.0
2668_02,Earth,False,55 Cancri e,34.0,False,0.0,382.0,0.0,87.0,236.0,Ingston,2668,2,G,424,S,False,705.0,705.0
2670_01,Earth,False,TRAPPIST-1e,20.0,False,4.0,790.0,0.0,15.0,0.0,Leodger,2670,1,G,432,P,False,809.0,809.0
2671_01,Earth,False,55 Cancri e,17.0,False,0.0,33.0,0.0,56.0,708.0,Oconley,2671,1,F,554,P,False,797.0,797.0
2672_01,Earth,False,PSO J318.5-22,21.0,False,970.0,0.0,213.0,8.0,86.0,Waltonson,2672,1,F,555,P,False,1277.0,1277.0
2675_01,Europa,False,TRAPPIST-1e,33.0,False,0.0,1554.0,3813.0,0.0,1435.0,Iniouser,2675,1,C,97,S,True,6802.0,6802.0
2676_01,Europa,False,55 Cancri e,34.0,False,3551.0,1284.0,1865.0,90.0,0.0,Noxiong,2676,1,B,81,P,True,6790.0,6790.0
2677_01,Europa,False,TRAPPIST-1e,51.0,False,0.0,302.0,0.0,1367.0,669.0,Scerodbox,2677,1,D,90,S,False,2338.0,2338.0
2678_01,Earth,False,TRAPPIST-1e,21.0,False,0.0,680.0,0.0,10.0,0.0,Sosanturney,2678,1,F,517,S,True,690.0,690.0
2679_01,Earth,True,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,Boltond,2679,1,G,426,S,False,0.0,0.0
2682_01,Earth,False,TRAPPIST-1e,31.0,False,880.0,0.0,0.0,8.0,0.0,Whiters,2682,1,G,434,P,False,888.0,888.0
2683_01,Europa,False,TRAPPIST-1e,36.0,False,2.0,1297.0,0.0,4.0,0.0,Parbage,2683,1,A,32,S,True,1303.0,1303.0
2684_01,Europa,False,TRAPPIST-1e,39.0,False,0.0,7116.0,0.0,13208.0,1515.0,Ranaly,2684,1,B,83,P,False,21839.0,21839.0
2685_01,Earth,False,TRAPPIST-1e,26.0,False,886.0,0.0,0.0,0.0,21.0,Webstephrey,2685,1,G,435,P,False,907.0,907.0
2687_01,Earth,False,TRAPPIST-1e,51.0,False,0.0,1347.0,0.0,43.0,0.0,Kimons,2687,1,F,556,P,True,1390.0,1390.0
2688_01,Earth,False,TRAPPIST-1e,24.0,False,13.0,193.0,0.0,0.0,591.0,Willy,2688,1,F,557,P,False,797.0,797.0
2690_01,Earth,False,55 Cancri e,27.0,False,339.0,104.0,116.0,160.0,0.0,Stannondez,2690,1,E,185,S,True,719.0,719.0
2691_01,Earth,False,TRAPPIST-1e,31.0,False,0.0,243.0,1.0,559.0,0.0,Coxterez,2691,1,F,558,P,False,803.0,803.0
2692_01,Earth,False,TRAPPIST-1e,24.0,False,0.0,0.0,21.0,0.0,695.0,Weberts,2692,1,,,,False,716.0,716.0
2693_01,Europa,False,TRAPPIST-1e,57.0,False,0.0,1514.0,0.0,72.0,1393.0,Pentical,2693,1,A,22,P,False,2979.0,2979.0
2693_02,Europa,False,55 Cancri e,36.0,True,11.0,79.0,0.0,210.0,1895.0,Geousty,2693,2,A,22,P,False,2195.0,2195.0
2693_03,Europa,False,TRAPPIST-1e,55.0,False,0.0,846.0,0.0,263.0,2024.0,Geousty,2693,3,A,22,P,False,3133.0,3133.0
2693_04,Europa,True,55 Cancri e,,False,0.0,0.0,0.0,0.0,0.0,Geousty,2693,4,A,22,P,False,0.0,0.0
2695_01,Mars,False,TRAPPIST-1e,18.0,False,947.0,0.0,4.0,4.0,0.0,Stike,2695,1,E,186,S,False,955.0,955.0
2697_01,Mars,False,TRAPPIST-1e,27.0,,1893.0,487.0,4.0,0.0,0.0,Pimne,2697,1,D,91,S,False,2384.0,2384.0
2698_01,Europa,False,TRAPPIST-1e,50.0,False,0.0,2684.0,0.0,153.0,1751.0,Sofraten,2698,1,C,94,P,False,4588.0,4588.0
2700_01,Earth,False,TRAPPIST-1e,24.0,False,45.0,138.0,1.0,0.0,530.0,Perkings,2700,1,F,520,S,False,714.0,714.0
2701_01,Earth,True,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,Thorney,2701,1,G,428,S,True,0.0,0.0
2702_01,Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Garnettiz,2702,1,G,437,P,True,0.0,0.0
2703_01,Earth,False,TRAPPIST-1e,18.0,False,0.0,617.0,0.0,0.0,10.0,Ashipeck,2703,1,G,429,S,False,627.0,627.0
2704_01,Earth,False,TRAPPIST-1e,44.0,False,1178.0,1.0,348.0,0.0,0.0,Shieldson,2704,1,F,521,S,False,1527.0,1527.0
2706_01,Europa,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,Ressighty,2706,1,B,102,S,True,0.0,0.0
2707_01,Europa,False,TRAPPIST-1e,58.0,False,1113.0,1650.0,0.0,194.0,510.0,Belstrut,2707,1,B,103,S,True,3467.0,3467.0
2707_02,Europa,True,PSO J318.5-22,29.0,False,0.0,0.0,0.0,0.0,0.0,Belstrut,2707,2,B,103,S,True,0.0,0.0
2708_01,Earth,False,PSO J318.5-22,23.0,False,3.0,548.0,37.0,0.0,12.0,Cardner,2708,1,F,522,S,True,600.0,600.0
2709_01,Mars,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Welto,2709,1,F,523,S,True,0.0,0.0
2709_02,Mars,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Welto,2709,2,F,523,S,True,0.0,0.0
2709_03,Mars,False,,33.0,False,361.0,0.0,381.0,1622.0,0.0,Welto,2709,3,F,523,S,False,2364.0,2364.0
2709_04,Mars,False,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,Ble,2709,4,F,523,S,True,0.0,0.0
2712_01,Europa,True,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,Doorge,2712,1,B,105,S,True,0.0,0.0
2713_01,Earth,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,Cleachrand,2713,1,G,438,P,True,0.0,0.0
2714_01,Earth,False,55 Cancri e,59.0,False,269.0,1776.0,0.0,0.0,12.0,Mcintons,2714,1,F,561,P,False,2057.0,2057.0
2717_01,Earth,False,TRAPPIST-1e,18.0,False,130.0,0.0,13.0,191.0,554.0,Mayder,2717,1,G,431,S,False,888.0,888.0
2718_01,Europa,True,TRAPPIST-1e,72.0,False,0.0,0.0,0.0,0.0,0.0,Supred,2718,1,B,106,S,True,0.0,0.0
2720_01,Earth,False,PSO J318.5-22,23.0,False,171.0,2373.0,1.0,30.0,985.0,Beckeey,2720,1,G,439,P,False,3560.0,3560.0
2720_02,Earth,False,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,Beckeey,2720,2,G,439,P,False,0.0,0.0
2720_03,Earth,True,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Beckeey,2720,3,G,439,P,True,0.0,0.0
2721_01,Earth,False,PSO J318.5-22,25.0,False,21.0,746.0,55.0,0.0,4.0,Rigginson,2721,1,F,563,P,False,826.0,826.0
2722_01,Mars,True,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,Sutte,2722,1,D,93,S,True,0.0,0.0
2723_01,Europa,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Boderbint,2723,1,C,99,S,True,0.0,0.0
2723_02,Europa,False,TRAPPIST-1e,54.0,False,0.0,5876.0,0.0,0.0,914.0,Boderbint,2723,2,C,99,S,True,6790.0,6790.0
2724_01,Mars,True,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,Merte,2724,1,F,564,P,True,0.0,0.0
2724_02,Mars,False,TRAPPIST-1e,48.0,False,1200.0,0.0,38.0,48.0,0.0,Merte,2724,2,F,564,P,False,1286.0,1286.0
2725_01,Earth,False,TRAPPIST-1e,40.0,False,0.0,0.0,362.0,272.0,0.0,Bucknersony,2725,1,F,565,P,False,634.0,634.0
2726_01,Earth,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Leson,2726,1,G,440,P,False,0.0,0.0
2727_01,Earth,False,TRAPPIST-1e,32.0,False,0.0,9.0,11.0,784.0,63.0,Hoopez,2727,1,F,525,S,False,867.0,867.0
2729_01,Earth,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,Burchrison,2729,1,G,432,S,True,0.0,0.0
2730_01,Earth,True,TRAPPIST-1e,52.0,False,0.0,0.0,0.0,0.0,0.0,Douglasen,2730,1,G,433,S,True,0.0,0.0
2730_02,Earth,False,TRAPPIST-1e,16.0,False,0.0,1115.0,0.0,1674.0,132.0,Douglasen,2730,2,F,527,S,False,2921.0,2921.0
2730_03,Earth,True,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,Douglasen,2730,3,G,433,S,True,0.0,0.0
2732_01,Earth,True,55 Cancri e,16.0,False,0.0,0.0,0.0,0.0,0.0,Hurles,2732,1,G,435,S,True,0.0,0.0
2732_02,Earth,False,55 Cancri e,6.0,False,0.0,0.0,0.0,0.0,0.0,Hurles,2732,2,G,435,S,False,0.0,0.0
2734_01,Mars,False,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,Wate,2734,1,F,567,P,True,0.0,0.0
2736_01,Mars,False,TRAPPIST-1e,27.0,True,1709.0,4.0,24.0,0.0,0.0,Prity,2736,1,D,81,P,False,1737.0,1737.0
2737_01,Europa,False,55 Cancri e,45.0,False,0.0,726.0,0.0,281.0,1257.0,Forous,2737,1,C,100,S,True,2264.0,2264.0
2737_02,Europa,False,TRAPPIST-1e,26.0,False,2381.0,1772.0,0.0,0.0,2618.0,Arterate,2737,2,C,100,S,False,6771.0,6771.0
2738_01,Mars,False,TRAPPIST-1e,29.0,False,1049.0,0.0,0.0,0.0,0.0,Ses,2738,1,E,187,S,False,1049.0,1049.0
2739_01,Earth,True,PSO J318.5-22,38.0,False,0.0,0.0,0.0,0.0,0.0,Daughessey,2739,1,G,442,P,True,0.0,0.0
2740_01,Earth,False,TRAPPIST-1e,19.0,False,1.0,143.0,0.0,254.0,107.0,Leetersoney,2740,1,E,163,P,True,505.0,505.0
2741_01,Mars,False,TRAPPIST-1e,43.0,False,471.0,0.0,133.0,2.0,692.0,Cake,2741,1,E,164,P,False,1298.0,1298.0
2743_01,Earth,False,TRAPPIST-1e,15.0,False,746.0,0.0,2.0,0.0,11.0,Gregordy,2743,1,F,528,S,False,759.0,759.0
2745_01,Mars,False,,31.0,False,1511.0,0.0,310.0,0.0,0.0,Pre,2745,1,F,568,P,False,1821.0,1821.0
2746_01,Mars,False,TRAPPIST-1e,52.0,False,758.0,0.0,356.0,5.0,0.0,Wala,2746,1,F,569,P,False,1119.0,1119.0
2747_01,Mars,True,TRAPPIST-1e,49.0,False,0.0,0.0,0.0,0.0,0.0,Chrie,2747,1,F,570,P,True,0.0,0.0
2748_01,Earth,False,55 Cancri e,29.0,False,143.0,548.0,0.0,0.0,0.0,Mickersones,2748,1,F,529,S,True,691.0,691.0
2750_01,Earth,False,TRAPPIST-1e,18.0,False,600.0,0.0,0.0,179.0,11.0,Daviddley,2750,1,F,571,P,True,790.0,790.0
2751_01,Mars,True,,41.0,False,0.0,0.0,0.0,0.0,0.0,Must,2751,1,F,530,S,True,0.0,0.0
2752_01,Earth,False,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,Ballocks,2752,1,G,444,P,False,0.0,0.0
2752_02,Earth,True,PSO J318.5-22,,False,0.0,0.0,0.0,0.0,0.0,Ballocks,2752,2,G,444,P,False,0.0,0.0
2752_03,Earth,False,TRAPPIST-1e,58.0,False,0.0,82.0,0.0,758.0,0.0,Ballocks,2752,3,E,165,P,True,840.0,840.0
2753_01,Earth,False,PSO J318.5-22,39.0,False,0.0,0.0,0.0,0.0,907.0,Summington,2753,1,E,188,S,False,907.0,907.0
2754_01,Earth,False,TRAPPIST-1e,13.0,False,911.0,1.0,0.0,74.0,0.0,Santry,2754,1,E,166,P,False,986.0,986.0
2755_01,Europa,True,55 Cancri e,36.0,False,0.0,0.0,0.0,0.0,0.0,Glousspidy,2755,1,B,85,P,True,0.0,0.0
2756_01,Mars,False,55 Cancri e,23.0,False,253.0,0.0,0.0,888.0,0.0,Corte,2756,1,F,572,P,False,1141.0,1141.0
2758_01,Earth,True,PSO J318.5-22,24.0,False,0.0,0.0,0.0,0.0,0.0,Fielson,2758,1,G,446,P,True,0.0,0.0
2759_01,Earth,False,TRAPPIST-1e,33.0,False,0.0,0.0,170.0,14.0,810.0,Kimons,2759,1,E,167,P,False,994.0,994.0
2760_01,Earth,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Rigginsen,2760,1,G,438,S,False,0.0,0.0
2760_02,Earth,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,,2760,2,G,438,S,False,0.0,0.0
2760_03,Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Rigginsen,2760,3,G,438,S,True,0.0,0.0
2762_01,Earth,False,TRAPPIST-1e,36.0,False,625.0,0.0,260.0,0.0,0.0,Leonzaley,2762,1,G,439,S,False,885.0,885.0
2762_02,Earth,False,55 Cancri e,15.0,False,254.0,0.0,10.0,180.0,0.0,Leonzaley,2762,2,G,439,S,False,444.0,444.0
2763_01,Earth,False,TRAPPIST-1e,31.0,False,91.0,756.0,0.0,0.0,12.0,Reynoldez,2763,1,E,168,P,True,859.0,859.0
2764_01,Earth,False,TRAPPIST-1e,42.0,False,0.0,0.0,213.0,166.0,1209.0,Reyervaney,2764,1,E,189,S,True,1588.0,1588.0
2765_01,Mars,False,TRAPPIST-1e,27.0,False,1502.0,1.0,0.0,0.0,0.0,Curie,2765,1,F,532,S,False,1503.0,1503.0
2768_01,Earth,False,TRAPPIST-1e,36.0,False,123.0,3.0,,7.0,0.0,Cartz,2768,1,F,533,S,True,,133.0
2768_02,Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Cartz,2768,2,G,442,S,False,0.0,0.0
2768_03,Earth,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Cartz,2768,3,G,442,S,False,0.0,0.0
2769_01,Earth,False,PSO J318.5-22,22.0,False,0.0,837.0,192.0,0.0,,Fishopper,2769,1,F,573,P,False,,1029.0
2770_01,Earth,False,TRAPPIST-1e,56.0,False,0.0,1721.0,0.0,96.0,0.0,Gainebergan,2770,1,G,443,S,False,1817.0,1817.0
2772_01,Earth,False,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,757.0,0.0,Meyersones,2772,1,G,444,S,False,757.0,757.0
2773_01,Mars,False,TRAPPIST-1e,25.0,False,314.0,2.0,648.0,92.0,0.0,Teake,2773,1,D,94,S,False,1056.0,1056.0
