PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Surname,Group,pp,deck,num,side,expenses,expenses_w_o_na,Transported
0002_01,Earth,False,TRAPPIST-1e,24.0,False,109.0,9.0,25.0,549.0,44.0,Vines,2,1,F,0,S,736.0,736.0,True
0035_01,Mars,False,55 Cancri e,23.0,False,784.0,964.0,0.0,951.0,0.0,Butte,35,1,D,1,P,2699.0,2699.0,False
2944_04,Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Nichoan,2944,4,G,469,S,0.0,0.0,True
1742_01,Mars,False,PSO J318.5-22,34.0,True,49.0,478.0,387.0,0.0,0.0,Trad,1742,1,D,55,P,914.0,914.0,False
2790_05,Europa,False,55 Cancri e,43.0,False,0.0,9923.0,660.0,10.0,266.0,Simous,2790,5,B,86,P,10859.0,10859.0,True
1054_01,Earth,False,TRAPPIST-1e,58.0,False,0.0,0.0,828.0,0.0,96.0,Valexandez,1054,1,F,200,S,924.0,924.0,True
6511_02,Earth,True,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Gainney,6511,2,G,1055,P,0.0,0.0,False
9104_01,Europa,True,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,Foraud,9104,1,C,302,P,0.0,0.0,True
0434_01,Mars,True,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,0.0,Pread,434,1,F,77,S,0.0,0.0,True
5794_01,Europa,False,TRAPPIST-1e,45.0,False,0.0,1202.0,149.0,1472.0,3379.0,Shoeweely,5794,1,D,182,P,6202.0,6202.0,False
6675_02,Earth,False,PSO J318.5-22,24.0,False,61.0,0.0,0.0,0.0,1495.0,,6675,2,E,427,P,1556.0,1556.0,False
0840_01,Earth,,TRAPPIST-1e,27.0,False,663.0,1111.0,0.0,0.0,2.0,Braymon,840,1,G,123,P,1776.0,1776.0,False
6748_04,Mars,False,TRAPPIST-1e,34.0,False,470.0,0.0,,45.0,539.0,Scake,6748,4,D,205,S,,1054.0,False
3274_03,Earth,False,TRAPPIST-1e,64.0,,0.0,0.0,16.0,733.0,159.0,Hahnstoneal,3274,3,G,533,P,908.0,908.0,False
2793_01,Earth,False,TRAPPIST-1e,48.0,False,784.0,87.0,0.0,0.0,1.0,Mcinton,2793,1,E,169,P,872.0,872.0,True
7872_04,Earth,False,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,Wardendez,7872,4,G,1267,P,0.0,0.0,False
4113_01,Europa,True,55 Cancri e,16.0,False,0.0,0.0,0.0,0.0,0.0,Bradiary,4113,1,B,129,P,0.0,0.0,True
2853_01,Earth,False,TRAPPIST-1e,20.0,False,56.0,757.0,111.0,0.0,0.0,Browlerson,2853,1,F,544,S,924.0,924.0,True
6030_03,Earth,False,TRAPPIST-1e,13.0,False,852.0,147.0,7.0,0.0,1.0,Ellson,6030,3,G,981,S,1007.0,1007.0,True
2624_01,Earth,False,TRAPPIST-1e,15.0,False,0.0,0.0,875.0,3.0,,Armstromez,2624,1,F,542,P,,878.0,False
0008_02,Europa,True,TRAPPIST-1e,34.0,False,0.0,0.0,,0.0,0.0,Flatic,8,2,B,1,P,,0.0,True
2443_01,,False,TRAPPIST-1e,31.0,False,1458.0,421.0,76.0,0.0,0.0,,2443,1,D,72,P,1955.0,1955.0,False
4746_01,Earth,False,TRAPPIST-1e,,False,282.0,8.0,337.0,0.0,0.0,Joynewtonks,4746,1,G,775,S,627.0,627.0,False
6305_01,Europa,True,55 Cancri e,19.0,False,0.0,0.0,0.0,0.0,0.0,Parbleake,6305,1,B,248,S,0.0,0.0,True
3029_01,Europa,False,55 Cancri e,21.0,False,0.0,878.0,82.0,360.0,1784.0,Disgul,3029,1,C,103,P,3104.0,3104.0,False
2790_04,Europa,False,55 Cancri e,54.0,False,0.0,37.0,0.0,4689.0,0.0,Simous,2790,4,B,86,P,4726.0,4726.0,False
6039_02,Earth,False,,32.0,False,3.0,0.0,0.0,0.0,757.0,Powery,6039,2,F,1148,S,760.0,760.0,False
7944_01,Europa,False,TRAPPIST-1e,15.0,False,31.0,804.0,1.0,4732.0,2577.0,Reewerpic,7944,1,D,230,S,8145.0,8145.0,False
4017_02,Mars,True,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,Mele,4017,2,F,761,S,0.0,0.0,True
1632_01,Europa,True,TRAPPIST-1e,32.0,False,0.0,,0.0,0.0,0.0,Fatted,1632,1,C,62,S,,0.0,True
5650_01,Earth,False,TRAPPIST-1e,24.0,False,56.0,22.0,285.0,1453.0,0.0,Coopezmaney,5650,1,G,902,P,1816.0,1816.0,False
8783_02,Mars,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,Wate,8783,2,D,276,P,0.0,0.0,True
7949_01,Earth,,TRAPPIST-1e,47.0,False,0.0,14.0,0.0,2330.0,0.0,Barkeretton,7949,1,G,1283,S,2344.0,2344.0,False
8975_02,Earth,False,TRAPPIST-1e,27.0,False,1.0,,0.0,20.0,948.0,Goffey,8975,2,F,1840,P,,969.0,False
4020_01,Europa,False,55 Cancri e,37.0,False,6498.0,1470.0,0.0,416.0,4174.0,,4020,1,B,126,P,12558.0,12558.0,False
4782_05,Europa,False,55 Cancri e,48.0,False,0.0,342.0,929.0,10887.0,0.0,Maxled,4782,5,C,189,S,12158.0,12158.0,False
7890_02,Earth,True,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,Reenez,7890,2,G,1273,S,0.0,0.0,True
5196_01,Earth,True,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,Haynard,5196,1,G,839,P,0.0,0.0,True
8989_01,Europa,False,TRAPPIST-1e,17.0,False,0.0,366.0,23492.0,356.0,3.0,,8989,1,B,291,P,24217.0,24217.0,True
1931_01,Europa,True,55 Cancri e,56.0,False,0.0,0.0,0.0,0.0,0.0,Dressink,1931,1,C,73,S,0.0,0.0,True
6668_01,Earth,False,TRAPPIST-1e,68.0,False,0.0,0.0,649.0,0.0,239.0,,6668,1,G,1089,S,888.0,888.0,True
4479_01,Mars,False,TRAPPIST-1e,28.0,False,3559.0,0.0,,13.0,2.0,Sidie,4479,1,D,150,P,,3574.0,False
2060_01,,False,55 Cancri e,22.0,False,1430.0,0.0,0.0,0.0,423.0,Baketton,2060,1,G,327,S,1853.0,1853.0,False
6512_03,Europa,False,TRAPPIST-1e,28.0,False,0.0,3527.0,1.0,2929.0,2236.0,Goortedant,6512,3,A,80,S,8693.0,8693.0,False
8480_02,Earth,False,TRAPPIST-1e,38.0,False,0.0,847.0,3.0,34.0,0.0,Cartz,8480,2,G,1382,P,884.0,884.0,False
1792_01,Mars,False,TRAPPIST-1e,73.0,False,27.0,2.0,71.0,1208.0,0.0,Brazo,1792,1,F,352,P,1308.0,1308.0,False
4352_01,Europa,False,TRAPPIST-1e,37.0,False,33.0,3484.0,17.0,4.0,1384.0,Trupistic,4352,1,C,157,S,4922.0,4922.0,True
4170_01,Europa,True,TRAPPIST-1e,28.0,False,,0.0,0.0,0.0,0.0,Pirejus,4170,1,B,133,P,,0.0,True
4863_01,Europa,,TRAPPIST-1e,37.0,False,1721.0,667.0,,28.0,1362.0,Unsible,4863,1,T,2,S,,3778.0,False
3485_02,Europa,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Tradve,3485,2,E,237,S,0.0,0.0,True
7321_01,Mars,True,TRAPPIST-1e,31.0,False,0.0,,0.0,0.0,0.0,Kra,7321,1,F,1518,P,,0.0,True
9008_01,Earth,False,TRAPPIST-1e,31.0,False,0.0,173.0,409.0,102.0,43.0,Herreras,9008,1,F,1745,S,727.0,727.0,False
3964_01,Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Chanan,3964,1,G,650,S,0.0,0.0,True
0737_01,Europa,False,55 Cancri e,65.0,False,0.0,835.0,0.0,38.0,,Inghtal,737,1,C,28,S,,873.0,False
8403_01,Europa,True,55 Cancri e,35.0,False,0.0,0.0,0.0,0.0,0.0,Goortedant,8403,1,C,316,S,0.0,0.0,True
8254_01,Mars,True,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,Cone,8254,1,F,1700,P,0.0,0.0,True
7890_01,Earth,False,TRAPPIST-1e,58.0,False,0.0,268.0,0.0,109.0,594.0,Reenez,7890,1,F,1508,S,971.0,971.0,False
3338_01,Earth,True,PSO J318.5-22,28.0,False,0.0,0.0,0.0,0.0,0.0,Pentss,3338,1,G,546,P,0.0,0.0,True
3275_01,Earth,False,55 Cancri e,35.0,False,256.0,0.0,341.0,35.0,0.0,Gibbsonton,3275,1,F,617,S,632.0,632.0,True
1576_01,Mars,False,TRAPPIST-1e,28.0,False,641.0,0.0,372.0,0.0,16.0,Hapie,1576,1,E,97,P,1029.0,1029.0,False
1712_02,Mars,False,TRAPPIST-1e,27.0,False,103.0,1.0,49.0,2421.0,24.0,Pamca,1712,2,F,339,P,2598.0,2598.0,False
5718_01,Earth,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,Kaney,5718,1,G,927,S,0.0,0.0,True
2897_01,Earth,False,TRAPPIST-1e,38.0,False,1.0,0.0,288.0,0.0,556.0,Meadoney,2897,1,G,461,S,845.0,845.0,True
2096_01,Mars,False,TRAPPIST-1e,29.0,False,216.0,10.0,611.0,594.0,0.0,Kité,2096,1,F,412,S,1431.0,1431.0,False
3239_01,Earth,True,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,Bookerson,3239,1,G,515,S,0.0,0.0,True
9094_02,Earth,False,TRAPPIST-1e,43.0,False,0.0,704.0,0.0,2.0,0.0,Hayertez,9094,2,G,1465,S,706.0,706.0,True
2926_01,Mars,False,TRAPPIST-1e,43.0,False,828.0,25.0,545.0,107.0,0.0,Homin,2926,1,,,,1505.0,1505.0,False
6599_01,Europa,True,TRAPPIST-1e,49.0,False,0.0,,0.0,0.0,0.0,Esseal,6599,1,C,245,S,,0.0,True
1527_02,Europa,False,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Boderbint,1527,2,D,49,P,0.0,0.0,True
5142_01,Mars,False,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Cre,5142,1,F,1050,P,0.0,0.0,True
4274_01,Earth,False,TRAPPIST-1e,24.0,False,0.0,717.0,222.0,8.0,1.0,Kellyons,4274,1,G,698,S,948.0,948.0,True
9275_01,Europa,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Conable,9275,1,A,97,P,0.0,0.0,True
7747_01,Mars,False,TRAPPIST-1e,41.0,False,688.0,31.0,1880.0,0.0,,Dal,7747,1,F,1611,P,,2599.0,False
3862_01,Mars,True,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,Paie,3862,1,F,729,S,0.0,0.0,True
0357_01,Earth,False,TRAPPIST-1e,41.0,False,,1198.0,0.0,124.0,572.0,Mcleaney,357,1,F,65,S,,1894.0,False
2994_01,Earth,False,TRAPPIST-1e,24.0,False,173.0,0.0,14.0,0.0,603.0,Scottuez,2994,1,E,198,S,790.0,790.0,False
1709_05,Mars,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Minen,1709,5,F,326,S,0.0,0.0,True
1782_01,Earth,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Moodson,1782,1,,,,0.0,0.0,False
5052_01,Mars,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Khart,5052,1,F,961,S,0.0,0.0,True
3847_01,Europa,False,TRAPPIST-1e,36.0,False,90.0,2050.0,0.0,15.0,1244.0,Reshory,3847,1,C,126,P,3399.0,3399.0,False
4913_01,Mars,False,TRAPPIST-1e,19.0,False,1301.0,0.0,31.0,1.0,0.0,Terry,4913,1,F,1000,P,1333.0,1333.0,True
5659_01,Earth,False,TRAPPIST-1e,51.0,False,0.0,0.0,0.0,0.0,880.0,Alberts,5659,1,F,1175,P,880.0,880.0,False
0378_03,Europa,False,TRAPPIST-1e,79.0,False,5649.0,235.0,7.0,2579.0,2175.0,Pirejus,378,3,B,11,S,10645.0,10645.0,False
1826_01,Earth,False,55 Cancri e,16.0,False,,231.0,569.0,2.0,0.0,Lewintos,1826,1,F,351,S,,802.0,False
2133_02,Mars,True,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,Chrie,2133,2,F,416,S,0.0,0.0,True
6128_01,Earth,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Serry,6128,1,G,992,P,0.0,0.0,False
7739_01,Earth,False,TRAPPIST-1e,22.0,False,60.0,48.0,0.0,0.0,500.0,Brookenson,7739,1,F,1609,P,608.0,608.0,False
2860_01,Earth,False,PSO J318.5-22,18.0,False,154.0,22.0,77.0,1053.0,0.0,Antoshipson,2860,1,F,546,S,1306.0,1306.0,True
1813_01,Earth,False,55 Cancri e,18.0,False,0.0,0.0,454.0,0.0,263.0,Cainghannon,1813,1,F,358,P,717.0,717.0,False
7347_01,Earth,False,55 Cancri e,58.0,False,0.0,435.0,2.0,0.0,239.0,Bardsey,7347,1,G,1179,P,676.0,676.0,False
1928_01,Earth,False,PSO J318.5-22,21.0,False,0.0,0.0,107.0,166.0,388.0,Anthon,1928,1,E,144,S,661.0,661.0,True
2593_01,Earth,False,TRAPPIST-1e,28.0,False,804.0,2.0,13.0,0.0,62.0,Villenson,2593,1,G,421,P,881.0,881.0,False
6662_01,Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Whitez,6662,1,G,1087,S,0.0,0.0,False
3773_01,Earth,False,PSO J318.5-22,22.0,False,2.0,257.0,348.0,2.0,0.0,Prestonard,3773,1,F,711,S,609.0,609.0,True
0245_02,Europa,False,TRAPPIST-1e,33.0,False,0.0,86.0,796.0,584.0,10912.0,Repumparte,245,2,C,6,P,12378.0,12378.0,False
3592_02,Mars,False,TRAPPIST-1e,21.0,False,354.0,113.0,,487.0,0.0,Nanie,3592,2,E,215,P,,954.0,False
3691_01,Mars,False,TRAPPIST-1e,34.0,False,1404.0,0.0,4.0,359.0,0.0,Cotte,3691,1,F,763,P,1767.0,1767.0,False
2754_01,Earth,False,TRAPPIST-1e,13.0,False,911.0,1.0,0.0,74.0,0.0,Santry,2754,1,E,166,P,986.0,986.0,False
1699_01,Earth,False,55 Cancri e,47.0,False,0.0,574.0,0.0,0.0,68.0,Barkeretton,1699,1,F,336,P,642.0,642.0,True
8368_02,Earth,False,55 Cancri e,49.0,False,336.0,64.0,377.0,0.0,0.0,Dayers,8368,2,F,1721,P,777.0,777.0,True
1636_01,Earth,False,TRAPPIST-1e,41.0,False,139.0,666.0,6.0,71.0,25.0,Connelson,1636,1,G,254,S,907.0,907.0,False
6514_01,Europa,False,55 Cancri e,28.0,True,19.0,22.0,2974.0,3603.0,158.0,Openduave,6514,1,B,251,S,6776.0,6776.0,False
0188_01,Earth,True,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,Romez,188,1,G,31,S,0.0,0.0,True
6598_01,Mars,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Mepie,6598,1,F,1263,S,0.0,0.0,True
7189_01,Europa,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Cowtale,7189,1,C,234,P,0.0,0.0,True
1144_01,Earth,False,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,Barnolderg,1144,1,G,177,S,0.0,0.0,True
2534_01,Europa,False,55 Cancri e,20.0,False,0.0,646.0,0.0,,1425.0,Sorbitter,2534,1,B,75,P,,2071.0,False
5275_01,Earth,False,TRAPPIST-1e,29.0,False,0.0,10.0,0.0,594.0,120.0,Buckentry,5275,1,F,1014,S,724.0,724.0,False
5756_02,Earth,False,TRAPPIST-1e,42.0,False,439.0,0.0,0.0,0.0,254.0,Briggston,5756,2,F,1194,P,693.0,693.0,False
6699_01,Mars,False,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Paie,6699,1,E,429,P,0.0,0.0,False
7773_01,Earth,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,Stephend,7773,1,G,1248,P,0.0,0.0,True
2019_01,Europa,False,55 Cancri e,22.0,False,0.0,5183.0,0.0,1080.0,2.0,Oppressive,2019,1,B,83,S,6265.0,6265.0,True
6285_02,Europa,False,TRAPPIST-1e,43.0,False,2.0,5329.0,0.0,7.0,0.0,Whealeed,6285,2,B,245,S,5338.0,5338.0,True
3464_01,Earth,False,TRAPPIST-1e,14.0,False,0.0,0.0,533.0,266.0,93.0,Hardsonerry,3464,1,G,561,S,892.0,892.0,False
7267_01,Europa,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,String,7267,1,C,265,S,0.0,0.0,True
6367_01,Mars,False,TRAPPIST-1e,30.0,True,1960.0,0.0,638.0,0.0,0.0,Botte,6367,1,F,1215,S,2598.0,2598.0,False
1133_01,Mars,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Lake,1133,1,E,64,P,0.0,0.0,True
6137_03,Earth,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,Serry,6137,3,G,994,S,0.0,0.0,True
5020_01,Earth,False,PSO J318.5-22,18.0,False,648.0,19.0,0.0,0.0,4.0,Anthompson,5020,1,F,956,S,671.0,671.0,True
0549_02,Mars,True,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,Watte,549,2,F,98,S,0.0,0.0,True
8410_01,Earth,False,TRAPPIST-1e,52.0,False,289.0,302.0,0.0,112.0,0.0,Guezaley,8410,1,F,1615,S,703.0,703.0,False
2207_01,Earth,False,TRAPPIST-1e,20.0,False,546.0,0.0,228.0,0.0,0.0,Hales,2207,1,G,354,S,774.0,774.0,False
2606_01,Earth,False,TRAPPIST-1e,,False,900.0,0.0,0.0,0.0,1.0,Dawsoncis,2606,1,F,537,P,901.0,901.0,False
6232_01,Europa,True,55 Cancri e,30.0,False,0.0,0.0,0.0,0.0,0.0,Gulthler,6232,1,B,241,S,0.0,0.0,True
7907_01,Mars,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Nate,7907,1,F,1513,S,0.0,0.0,True
4350_02,Earth,False,PSO J318.5-22,39.0,False,0.0,0.0,1.0,0.0,2330.0,Strongers,4350,2,G,709,S,2331.0,2331.0,False
3674_01,Earth,False,55 Cancri e,34.0,False,232.0,457.0,1.0,218.0,0.0,Buchansen,3674,1,G,600,S,908.0,908.0,True
9157_06,Earth,False,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,Navages,9157,6,G,1476,S,0.0,0.0,False
6184_01,Earth,True,PSO J318.5-22,4.0,False,0.0,0.0,0.0,0.0,0.0,Lopelases,6184,1,G,1003,S,0.0,0.0,True
6032_03,Earth,True,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,Hurchez,6032,3,G,982,S,0.0,0.0,True
9131_01,Europa,False,55 Cancri e,33.0,False,0.0,1961.0,0.0,226.0,1077.0,Wirybody,9131,1,C,303,P,3264.0,3264.0,False
7713_01,Europa,True,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,Nairconed,7713,1,B,296,S,0.0,0.0,True
3279_04,Europa,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Whifounrew,3279,4,C,123,S,0.0,0.0,True
4741_01,Mars,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Bau,4741,1,F,961,P,0.0,0.0,True
3420_01,Earth,True,TRAPPIST-1e,65.0,False,0.0,0.0,0.0,0.0,0.0,Brownings,3420,1,G,548,S,0.0,0.0,False
4300_01,,True,PSO J318.5-22,16.0,False,0.0,0.0,0.0,0.0,0.0,Loway,4300,1,G,704,S,0.0,0.0,True
8330_01,Earth,False,TRAPPIST-1e,39.0,False,799.0,0.0,0.0,4.0,0.0,Patrichane,8330,1,F,1600,S,803.0,803.0,False
2143_02,Earth,True,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,Miltongson,2143,2,G,345,S,0.0,0.0,False
0770_03,Earth,,TRAPPIST-1e,54.0,False,0.0,0.0,0.0,0.0,0.0,Mclardson,770,3,G,117,S,0.0,0.0,False
6264_01,Earth,False,TRAPPIST-1e,18.0,False,108.0,2.0,11.0,0.0,680.0,Rodger,6264,1,F,1294,P,801.0,801.0,False
8025_01,Europa,False,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Stiviorad,8025,1,B,263,P,0.0,0.0,True
3518_01,Earth,True,TRAPPIST-1e,26.0,,0.0,0.0,0.0,0.0,0.0,Hunterton,3518,1,G,566,S,0.0,0.0,True
7873_02,Earth,False,TRAPPIST-1e,19.0,False,0.0,721.0,0.0,25.0,1.0,Carpentley,7873,2,F,1634,P,747.0,747.0,True
5512_02,Europa,False,55 Cancri e,,False,0.0,8162.0,1044.0,699.0,46.0,Chsere,5512,2,B,211,S,9951.0,9951.0,True
2190_01,Earth,False,,20.0,False,1750.0,0.0,446.0,0.0,76.0,Barris,2190,1,F,430,S,2272.0,2272.0,False
0905_01,Mars,False,PSO J318.5-22,29.0,False,4.0,0.0,421.0,435.0,19.0,Kin,905,1,D,38,P,879.0,879.0,False
3543_01,Europa,False,TRAPPIST-1e,39.0,False,0.0,2804.0,0.0,130.0,139.0,Holatirint,3543,1,C,116,P,3073.0,3073.0,True
6992_01,,False,,12.0,False,0.0,0.0,0.0,0.0,0.0,Bakerrison,6992,1,G,1131,P,0.0,0.0,False
5859_01,Earth,False,,23.0,False,0.0,456.0,2624.0,912.0,8.0,Griffince,5859,1,E,371,P,4000.0,4000.0,True
9081_01,Earth,False,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,Clemondsey,9081,1,G,1476,P,0.0,0.0,False
7458_01,Earth,True,TRAPPIST-1e,64.0,False,0.0,0.0,0.0,0.0,0.0,Vincenton,7458,1,G,1211,S,0.0,0.0,False
4508_02,Mars,False,TRAPPIST-1e,21.0,False,572.0,584.0,128.0,14.0,0.0,Pepie,4508,2,E,283,P,1298.0,1298.0,False
3390_01,Mars,True,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,,Mane,3390,1,F,643,S,,0.0,True
4689_01,Europa,False,TRAPPIST-1e,28.0,True,0.0,3119.0,0.0,1404.0,366.0,Persoffly,4689,1,C,182,S,4889.0,4889.0,True
6055_03,Europa,False,TRAPPIST-1e,20.0,False,1883.0,0.0,,8810.0,0.0,Prefule,6055,3,C,185,P,,10693.0,False
3044_01,Earth,False,TRAPPIST-1e,69.0,False,577.0,139.0,0.0,0.0,0.0,Fowlesterez,3044,1,F,636,P,716.0,716.0,False
8809_01,Earth,False,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,2019.0,117.0,Cooperkins,8809,1,F,1817,P,2136.0,2136.0,False
7843_01,Mars,True,TRAPPIST-1e,75.0,False,0.0,0.0,0.0,0.0,0.0,Petie,7843,1,,,,0.0,0.0,True
8770_07,Earth,False,TRAPPIST-1e,17.0,False,0.0,810.0,66.0,0.0,0.0,Waderoachez,8770,7,F,1808,P,876.0,876.0,True
6741_02,Earth,,PSO J318.5-22,18.0,,103.0,0.0,181.0,1611.0,22.0,Reyersendry,6741,2,F,1286,S,1917.0,1917.0,False
0015_01,Earth,False,55 Cancri e,24.0,False,0.0,1.0,0.0,0.0,637.0,Hughriend,15,1,F,4,P,638.0,638.0,False
6988_02,Europa,False,TRAPPIST-1e,28.0,False,0.0,4340.0,0.0,186.0,0.0,Obnoftle,6988,2,C,226,P,4526.0,4526.0,True
2516_01,Earth,False,55 Cancri e,29.0,False,75.0,17.0,0.0,211.0,506.0,Romason,2516,1,G,406,P,809.0,809.0,False
6706_01,Europa,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Dishocatal,6706,1,B,224,P,0.0,0.0,True
3862_05,Mars,False,TRAPPIST-1e,54.0,False,149.0,981.0,215.0,0.0,0.0,Paie,3862,5,F,729,S,1345.0,1345.0,True
6659_01,Mars,,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,Stpie,6659,1,F,1383,P,0.0,0.0,True
2552_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,1124.0,4.0,0.0,0.0,Vincenton,2552,1,F,492,S,1128.0,1128.0,True
0436_02,Earth,False,PSO J318.5-22,56.0,False,46.0,11.0,0.0,622.0,0.0,Hodes,436,2,G,63,S,679.0,679.0,False
0432_01,Mars,False,TRAPPIST-1e,17.0,False,1483.0,10.0,0.0,0.0,0.0,Knike,432,1,F,76,S,1493.0,1493.0,False
8102_01,Earth,False,TRAPPIST-1e,30.0,False,4.0,0.0,442.0,2441.0,0.0,Castron,8102,1,F,1674,P,2887.0,2887.0,False
0316_01,Europa,False,TRAPPIST-1e,24.0,False,0.0,2628.0,,170.0,0.0,Sorbitter,316,1,B,9,S,,2798.0,True
2462_01,Earth,True,PSO J318.5-22,15.0,,0.0,0.0,0.0,0.0,0.0,Flowensley,2462,1,G,397,S,0.0,0.0,False
7858_01,Earth,False,TRAPPIST-1e,21.0,False,9.0,0.0,0.0,25.0,811.0,Kramorry,7858,1,G,1264,P,845.0,845.0,False
3658_01,Earth,True,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Daughttley,3658,1,G,593,S,0.0,0.0,True
2341_01,Earth,False,TRAPPIST-1e,15.0,False,0.0,785.0,0.0,0.0,0.0,Hubbarnett,2341,1,F,455,S,785.0,785.0,True
3753_01,Earth,False,55 Cancri e,55.0,False,0.0,519.0,131.0,63.0,3.0,,3753,1,F,776,P,716.0,716.0,False
7746_01,Europa,True,55 Cancri e,,False,0.0,0.0,0.0,0.0,0.0,Patoetic,7746,1,,,,0.0,0.0,True
1730_01,Earth,False,55 Cancri e,17.0,False,68.0,0.0,0.0,0.0,795.0,Curton,1730,1,E,106,P,863.0,863.0,True
6301_01,Earth,False,TRAPPIST-1e,16.0,False,17.0,,0.0,537.0,173.0,Logannon,6301,1,F,1304,P,,727.0,False
0671_01,Earth,True,PSO J318.5-22,46.0,False,0.0,0.0,0.0,0.0,0.0,Santry,671,1,G,102,P,0.0,0.0,True
9019_01,Earth,False,55 Cancri e,48.0,False,304.0,0.0,164.0,320.0,0.0,Alldson,9019,1,E,592,S,788.0,788.0,False
6810_05,Mars,True,55 Cancri e,68.0,False,0.0,0.0,0.0,0.0,0.0,Knik,6810,5,E,450,S,0.0,0.0,True
8988_06,Earth,True,TRAPPIST-1e,17.0,False,,0.0,0.0,0.0,0.0,Fowlesterez,8988,6,G,1448,S,,0.0,True
6180_01,Earth,True,PSO J318.5-22,16.0,False,0.0,0.0,0.0,0.0,0.0,Floways,6180,1,G,1002,S,0.0,0.0,True
6253_01,Mars,False,TRAPPIST-1e,57.0,False,368.0,0.0,636.0,1082.0,512.0,Pota,6253,1,F,1289,P,2598.0,2598.0,False
3392_03,Earth,True,TRAPPIST-1e,64.0,False,0.0,0.0,0.0,0.0,0.0,Gallard,3392,3,G,541,S,0.0,0.0,True
4640_01,Earth,False,55 Cancri e,26.0,False,595.0,84.0,0.0,0.0,131.0,Englas,4640,1,G,760,S,810.0,810.0,True
4184_01,Earth,False,55 Cancri e,19.0,False,558.0,0.0,353.0,0.0,8.0,Wilsoney,4184,1,F,860,P,919.0,919.0,False
3405_03,Earth,False,55 Cancri e,6.0,False,0.0,0.0,0.0,0.0,0.0,Bakerson,3405,3,G,546,S,0.0,0.0,False
